metric,label,rate,a_mean,a_sd,a_lo,a_hi,b_mean,b_sd,b_lo,b_hi,delta_pct,t,df,p_raw,g,g_lo,g_hi,shapiro_p_treatment,shapiro_p_reference,p_holm
mean_buffer_occupancy_pct,Mean buffer occupancy (%),2000.0,0.19422020081954944,0.0061417441235815185,0.18982666174604065,0.19861373989305822,0.4776254703368655,0.0563290437665461,0.4373300998717429,0.5179208408019881,-59.336297395830364,-15.81645905565965,9.213958631066786,5.453378237113765e-08,-6.481520916769454,-8.773084984875121,-4.189956848663787,0.054752484707130004,0.5925519001983319,1.6360134711341295e-07
mean_buffer_occupancy_pct,Mean buffer occupancy (%),2500.0,0.24126072129252513,0.013959677015765172,0.23127456993417755,0.2512468726508727,0.4809756328376446,0.017370904644557806,0.4685492362372023,0.4934020294380869,-49.83930477534946,-34.01594568426483,17.203255713706227,3.190808419884285e-17,-14.539407888111489,-19.369154191778865,-9.709661584444113,0.6881528455017077,0.5004288977268628,2.233565893919e-16
mean_buffer_occupancy_pct,Mean buffer occupancy (%),3000.0,0.2881253871478301,0.01812193859306671,0.27516173322570353,0.30108904106995665,0.4796372761700745,0.05233712468263466,0.44219755258970406,0.517076999750445,-39.92848315532845,-10.934472642665463,11.127472544446897,2.709841466337615e-07,-4.552877013315198,-6.2792319726338945,-2.826522053996502,0.8634247853678738,0.8567021907236234,5.41968293267523e-07
mean_batch_size,Mean batch size (proofs),250.0,5.853374055482914,0.03349143181130985,5.829415728445848,5.87733238251998,25.452402249880322,0.13415083906405398,25.35643652071409,25.548367979046553,-77.00266561082486,-448.24133699627936,10.117556008304273,4.4281368765928724e-23,-185.2233532741063,-245.7359974353057,-124.7107091129069,0.929336716960242,0.2923578668547392,1.3284410629778617e-22
mean_batch_size,Mean batch size (proofs),500.0,10.979611023005306,0.055513782640169755,10.939898855217107,11.019323190793505,49.694899219856765,0.2728285898254175,49.49972940397892,49.89006903573461,-77.90595977581107,-439.72727383457243,9.74396172011372,2.8732556160673943e-22,-181.11698188071537,-240.28835531322582,-121.94560844820492,0.6431575460517012,0.509579946543375,5.746511232134789e-22
mean_batch_size,Mean batch size (proofs),1000.0,21.210993697402245,0.11764372533126884,21.126836446042404,21.295150948762085,94.3109820337741,0.32650497479068824,94.0774144452238,94.5445496223244,-77.50951878562108,-666.0731660943349,11.298114282463098,2.592980023188186e-27,-277.65563037541483,-368.3607049949591,-186.95055575587054,0.8519521861791308,0.3552475112003698,1.296490011594093e-26
mean_batch_size,Mean batch size (proofs),1500.0,31.443938806220718,0.15569112236644794,31.332564086637557,31.55531352580388,98.19993571198971,0.169413782286955,98.07874439286412,98.3211270311153,-67.97967475412352,-917.4770715207285,17.873076310138423,3.230926460005271e-43,-392.84638981003866,-521.1792039828865,-264.5135756371908,0.9184892716966024,0.0002539627375607894,2.2616485220036897e-42
mean_batch_size,Mean batch size (proofs),2000.0,41.55817304736263,0.23243239058614082,41.39190093158556,41.7244451631397,98.4577221742882,0.15629181132646372,98.34591774770914,98.56952660086725,-57.79084450704938,-642.4021168356865,15.757215518228818,3.072153150510542e-36,-273.39625314903236,-362.7099971896564,-184.08250910840832,0.9874932533503198,4.713463965953735e-05,1.8432918903063253e-35
mean_batch_size,Mean batch size (proofs),2500.0,51.42391066351665,0.2637532466932742,51.23523295702243,51.61258837001087,98.68421052631581,1.4979556132593925e-14,98.6842105263158,98.68421052631582,-47.89043719430314,-566.6288181953195,9.0,8.45537946363307e-22,-231.6837587191047,-307.3721956149781,-155.99532182323128,0.9415886888826118,1.0,8.45537946363307e-22
mean_batch_size,Mean batch size (proofs),3000.0,61.15201545585734,0.40441806235356165,60.862712202053444,61.44131870966123,98.78191766545078,0.15732344044411903,98.66937525585801,98.89446007504354,-38.093917489065504,-274.2221842326941,11.66296064889868,1.3946131294025848e-23,-114.57690064198191,-152.01561729371377,-77.13818399025004,0.10795884464426792,4.713463965953735e-05,5.578452517610339e-23
