scheduler,rate,metric,rho,p,p_holm
fixed,1500.0,p95_latency_ms,0.5757575757575757,0.08155281477260244,1.0
fixed,1500.0,p99_latency_ms,0.1515151515151515,0.6760651759978539,1.0
fixed,1500.0,coeff_variation,-0.07878787878787878,0.8287173946974606,1.0
fixed,1500.0,mean_cpu_pct,-0.05454545454545454,0.8810361811618526,1.0
fixed,1500.0,peak_cpu_pct,0.298786042326361,0.40169500159656035,1.0
fixed,1500.0,mean_memory_gb,-0.33333333333333326,0.3465935070873343,1.0
fixed,1500.0,mean_buffer_occupancy_pct,-0.33333333333333326,0.3465935070873343,1.0
fixed,2000.0,mean_throughput_proofs_s,0.01818181818181818,0.9602404181286242,1.0
fixed,2000.0,mean_latency_ms,0.19999999999999998,0.5795840000000002,1.0
fixed,2000.0,median_latency_ms,0.24848484848484845,0.4887763045192432,1.0
fixed,2000.0,p95_latency_ms,0.38181818181818183,0.2762553333854362,1.0
fixed,2000.0,p99_latency_ms,0.29696969696969694,0.40470167127015705,1.0
fixed,2000.0,coeff_variation,0.006060606060606061,0.9867429111949892,1.0
fixed,2000.0,mean_cpu_pct,0.2121212121212121,0.5563057751029299,1.0
fixed,2000.0,peak_cpu_pct,-0.5106406566912542,0.13150199306594582,1.0
fixed,2000.0,mean_memory_gb,0.13939393939393938,0.7009318849100584,1.0
fixed,2000.0,mean_buffer_occupancy_pct,0.13939393939393938,0.7009318849100584,1.0
fixed,2500.0,mean_throughput_proofs_s,0.250932930669947,0.48436172315296094,1.0
fixed,2500.0,mean_latency_ms,0.13939393939393938,0.7009318849100584,1.0
fixed,2500.0,median_latency_ms,0.12727272727272726,0.7260570147627894,1.0
fixed,2500.0,p95_latency_ms,0.19999999999999998,0.5795840000000002,1.0
fixed,2500.0,p99_latency_ms,0.09090909090909088,0.8027717312071619,1.0
fixed,2500.0,coeff_variation,-0.07878787878787878,0.8287173946974606,1.0
fixed,2500.0,mean_cpu_pct,0.13939393939393938,0.7009318849100584,1.0
fixed,2500.0,peak_cpu_pct,0.56535215562246,0.08853684802469883,1.0
fixed,2500.0,mean_memory_gb,0.8303030303030302,0.002940227023279509,0.6674315342844486
fixed,2500.0,mean_buffer_occupancy_pct,0.8303030303030302,0.002940227023279509,0.6674315342844486
fixed,3000.0,mean_throughput_proofs_s,0.1442864351352195,0.690862647651394,1.0
fixed,3000.0,mean_latency_ms,0.07878787878787878,0.8287173946974606,1.0
fixed,3000.0,median_latency_ms,0.09090909090909088,0.8027717312071619,1.0
fixed,3000.0,p95_latency_ms,0.406060606060606,0.24428229408662647,1.0
fixed,3000.0,p99_latency_ms,-0.006060606060606061,0.9867429111949892,1.0
fixed,3000.0,coeff_variation,-0.01818181818181818,0.9602404181286242,1.0
fixed,3000.0,mean_cpu_pct,0.34545454545454546,0.3282265114713672,1.0
fixed,3000.0,peak_cpu_pct,0.10334394242561099,0.7763340602409097,1.0
fixed,3000.0,mean_memory_gb,-0.19999999999999998,0.5795840000000002,1.0
fixed,3000.0,mean_buffer_occupancy_pct,-0.19999999999999998,0.5795840000000002,1.0
