scheduler,arrival_rate_txs,workload,trial_id,window_ms_setting,l_target_ms,offered,admitted,dropped,verified,verified_recorded,drop_fraction,served_rate_proofs_s,served_fraction,mean_throughput_proofs_s,std_throughput,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,std_latency_ms,coeff_variation,mean_cpu_pct,peak_cpu_pct,mean_memory_gb,mean_buffer_occupancy_pct,max_buffer_occupancy_pct,mean_batch_size,final_tx_queue,final_buffer,idc,sim_seconds
adaptive,1000.0,poisson,3,100.0,150.0,30000,30000,0,30000,27276,0.0,980.5469866324822,0.9805469866324822,996.7777777777778,34.83072619368547,353.42590407229704,306.9412237550875,784.45068526239,816.8639582272656,195.26565333014625,0.5524938921573858,27.54851310483871,34.130859375,8.000948028673836,0.09480286738351253,0.27,21.09704641350211,0,0,0.9094904048807544,27.817126942253598
fixed,1000.0,poisson,3,100.0,150.0,30000,30000,0,30000,27374,0.0,980.6116840933712,0.9806116840933712,1001.8888888888889,62.548032824833186,417.0898282057731,371.70436042197963,838.4977231114958,895.8954043963341,197.02971756521,0.472391567094282,23.76708984375,28.3935546875,8.004029642857144,0.40296428571428566,0.9900000000000001,94.04388714733543,0,0,0.9094904048807544,27.91522928396346
adaptive_batch,1000.0,poisson,3,500.0,150.0,30000,30000,10682,19318,16675,0.35606666666666664,238.0496053628174,0.2380496053628174,238.12857142857143,10.514202166829822,25719.992386894046,26831.727278028062,42700.57447412623,42995.11048323849,13891.033457083815,0.5400869972326341,33.52590607168331,50.2685546875,8.603803994293866,60.380399429386586,100.0,1.1461967485463391,0,0,0.9094904048807544,70.04842530440331
adaptive,1500.0,poisson,3,100.0,150.0,30000,30000,0,30000,27392,0.0,1455.50120961224,0.9703341397414933,1494.0,34.46908248066408,357.2030393645432,310.60631783149927,787.553235730378,821.0440049629209,195.58760258079974,0.5475530189461603,38.407324735449734,47.36328125,8.001394708994708,0.13947089947089944,0.44,31.25,0,0,0.9482638333333333,18.81963396464473
fixed,1500.0,poisson,3,100.0,150.0,30000,30000,0,30000,27482,0.0,1451.5737530065767,0.9677158353377178,1500.0,48.507125007266595,404.5736824202559,359.18626356968275,829.4664739206179,875.6307238373942,196.4016953830249,0.485453463527591,34.52097039473684,41.552734375,8.005157894736842,0.5157894736842106,0.9900000000000001,98.03921568627452,0,0,0.9482638333333333,18.932555058313657
adaptive_batch,1500.0,poisson,3,500.0,150.0,30000,30000,11988,18012,15427,0.3996,253.33195956444257,0.16888797304296171,253.66666666666666,118.01402770206295,23047.812548145623,23398.34195748429,42530.816326971355,42872.75785719548,14584.325303012125,0.6327856612225679,34.810524425287355,61.5478515625,8.57530279146141,57.53027914614122,100.0,1.240410440052338,0,13,0.9482638333333333,60.89638285877499
adaptive,2000.0,poisson,3,100.0,150.0,30000,30000,0,30000,27578,0.0,1934.4409752045988,0.9672204876022994,1966.5714285714287,137.66833851169784,361.6246142408037,315.00879672008165,791.853992214006,824.3916549709236,195.79144589918704,0.5414217898586148,49.32357681381119,59.4482421875,8.001925174825175,0.19251748251748255,0.52,41.32231404958678,0,1,0.897608,14.25631505612787
fixed,2000.0,poisson,3,100.0,150.0,30000,30000,0,30000,27638,0.0,1915.2057852607609,0.9576028926303805,1971.0,121.86436344117618,397.3114130858037,350.5366338464961,823.4672915215406,865.3036384933051,196.73188032005882,0.4951578883478297,45.755320581896555,54.6630859375,8.004602758620688,0.46027586206896554,0.9900000000000001,98.36065573770492,0,0,0.897608,14.430825247448281
adaptive_batch,2000.0,poisson,3,500.0,150.0,30000,30000,12172,17828,15398,0.40573333333333333,273.47551992508176,0.13673775996254087,273.6607142857143,223.97907993103564,20686.876854323065,20363.68417511865,42442.285284369726,42833.5124157799,14977.381536409968,0.7240039974076634,35.53882355385639,73.4130859375,8.555549290780142,55.55492907801419,100.0,1.332137786744377,0,0,0.897608,56.30485684502313
adaptive,2500.0,poisson,3,100.0,150.0,30000,30000,0,30000,27672,0.0,2374.181270896541,0.9496725083586163,2489.0,104.50932972706313,366.09794753505776,319.2307504644132,794.5292692244437,827.6036242953509,196.27738564769322,0.536133531939284,59.09997662927351,69.8486328125,8.002548717948718,0.2548717948717949,0.66,51.19453924914676,0,0,0.8736305555555556,11.655386359589329
fixed,2500.0,poisson,3,100.0,150.0,30000,30000,0,30000,27826,0.0,2386.177094694726,0.9544708378778903,2500.0,100.0,393.2107040763595,346.9236781466596,821.5309189592527,858.9178812415272,196.92933415142159,0.5008239402180134,56.72283987713676,65.72265625,8.004805128205128,0.48051282051282057,0.97,98.6842105263158,0,0,0.8736305555555556,11.661330611992948
adaptive_batch,2500.0,poisson,3,500.0,150.0,30000,30000,11949,18051,15729,0.3983,293.2771438491684,0.11731085753966736,293.92452830188677,321.046536828961,18830.852058448603,17733.954640775904,42370.21225405534,42805.09243667932,15107.688927163634,0.8022838733091451,36.101624330772815,84.47265625,8.541623277467412,54.16232774674117,100.0,1.4208910579345089,0,0,0.8736305555555556,53.63186436406848
adaptive,3000.0,poisson,3,100.0,150.0,30000,30000,0,30000,27981,0.0,2874.0699912743275,0.9580233304247758,3012.8888888888887,131.98432145944878,371.10179515949494,324.0267094751737,798.7229487419096,833.4501941616857,196.5316890094446,0.5295897017285451,70.16178053252551,81.8603515625,8.002723469387757,0.27234693877551025,0.64,60.72874493927125,0,3,0.7777554438860972,9.735671046616915
fixed,3000.0,poisson,3,100.0,150.0,30000,30000,0,30000,27908,0.0,2831.067933707746,0.9436893112359153,3011.1111111111113,78.17359599705715,390.60287562820946,343.99673983389124,817.70635828174,852.7039328713498,197.09528033357256,0.5045924969614798,67.40130800189394,80.419921875,8.004702020202021,0.47020202020202023,0.97,98.6842105263158,0,0,0.7777554438860972,9.85776415596284
