scheduler,arrival_rate_txs,workload,trial_id,window_ms_setting,l_target_ms,offered,admitted,dropped,verified,verified_recorded,drop_fraction,served_rate_proofs_s,served_fraction,mean_throughput_proofs_s,std_throughput,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,std_latency_ms,coeff_variation,mean_cpu_pct,peak_cpu_pct,mean_memory_gb,mean_buffer_occupancy_pct,max_buffer_occupancy_pct,mean_batch_size,final_tx_queue,final_buffer,idc,sim_seconds
adaptive,2000,poisson,2,100.0,150.0,20000,20000,0,20000,18795,0.0,1909.4786585974741,0.9547393292987371,2002.111111111111,78.79632676153827,360.348148103571,316.01590356198227,785.3814457707816,822.2890013420936,193.77977900927735,0.5377571108082434,48.06882299558081,56.7626953125,8.002103030303031,0.21030303030303032,0.91,41.75365344467641,0,1,1.0836180904522612,9.843000818770639
fixed,2000,poisson,2,100.0,150.0,20000,20000,0,20000,18858,0.0,1898.8156275581212,0.9494078137790606,2011.111111111111,78.17359599705716,394.6097754909988,350.3467921359005,817.8416704384708,862.6183129657252,194.57076224025687,0.49307131836295603,44.306884765625,54.00390625,8.005348999999999,0.5348999999999999,0.9900000000000001,97.5609756097561,0,0,1.0836180904522612,9.931453968625384
adaptive_batch,2000,poisson,2,500.0,150.0,20000,20000,3350,16650,15354,0.1675,294.41416124722855,0.14720708062361426,294.5769230769231,294.9709421484013,17536.449103821615,16180.731408515643,41912.734653315485,42966.05557005757,14545.207425528082,0.8294271741910585,32.41630934207376,72.3876953125,8.505912068965518,50.591206896551725,100.0,1.3692434210526316,0,4,1.0836180904522612,52.15102403687293
adaptive,2500,poisson,2,100.0,150.0,20000,20000,0,20000,18873,0.0,2352.149838105444,0.9408599352421776,2359.125,383.89337712443023,365.22036495189104,320.604846452798,791.2579444978445,827.767210026478,194.1350078858036,0.5315558126430769,57.82606336805556,70.80078125,8.00244938271605,0.24493827160493825,0.88,51.282051282051285,0,0,0.974993710691824,8.023723529110455
fixed,2500,poisson,2,100.0,150.0,20000,20000,0,20000,18919,0.0,2331.793110657623,0.9327172442630491,2364.875,385.91095845692547,390.6650118339216,347.1108272520622,814.348937718618,857.0096915461058,194.78966670402713,0.49861047394445335,54.94861137576219,69.0673828125,8.004298780487806,0.42987804878048785,0.9900000000000001,98.03921568627452,0,0,0.974993710691824,8.113498540470589
adaptive_batch,2500,poisson,2,500.0,150.0,20000,20000,2856,17144,16064,0.1428,318.66508255713416,0.12746603302285367,319.36,400.51577767082443,16009.196494369437,13543.497456043388,41207.74187888426,42950.87101261082,14570.439618266642,0.9101293511758184,32.721853728341586,84.47265625,8.498509504950494,49.8509504950495,100.0,1.4614269883215412,0,0,0.974993710691824,50.41029243334136
adaptive,3000,poisson,2,100.0,150.0,20000,20000,0,20000,18965,0.0,2778.846698547887,0.9262822328492957,3006.6666666666665,54.91326494269546,369.24807515510844,325.7160458202253,794.1063907443549,830.6165977551534,193.7960135703792,0.5248396040763981,67.2759567481884,80.46875,8.003147826086957,0.31478260869565217,0.9299999999999999,60.790273556231,0,0,1.0142863636363637,6.824773748731926
fixed,3000,poisson,2,100.0,150.0,20000,20000,0,20000,19005,0.0,2749.820913559894,0.9166069711866314,3000.0,63.245553203367585,387.6671237903058,343.2676646324742,812.1813584930834,852.4933127617527,194.6384535685232,0.5020762443446344,64.12737165178571,75.9765625,8.004779999999997,0.47799999999999987,0.97,98.03921568627452,0,0,1.0142863636363637,6.911359174803967
adaptive_batch,3000,poisson,2,500.0,150.0,20000,20000,2367,17633,16553,0.11835,336.44602087335693,0.11214867362445231,336.9387755102041,476.28227835336196,15085.100481047168,11685.726399183217,40737.55332145961,42849.55613867954,14508.631431760303,0.9617855346730281,32.98687198297765,94.140625,8.496175406504065,49.617540650406504,100.0,1.5404035991962959,0,12,1.0142863636363637,49.199571322113464
adaptive,3250,poisson,2,100.0,150.0,20000,20000,0,20000,18862,0.0,2998.856732311841,0.9227251484036434,3133.0,252.5715740141792,371.630189933933,327.3172329903886,795.557698868738,833.1233110784457,193.75888083041698,0.5213755127506263,72.20284598214286,85.009765625,8.003625396825397,0.36253968253968244,0.9400000000000001,65.359477124183,0,0,0.9602811475409837,6.289730281799472
